fid,CuadrID,latitude,longitude,Area_hec,HIE_FAS,SAL_SAL,ALY_DIC,DIS_JEA,VIP_LAT,CAP_PYR,CAN_LUP,URS_ARC,MUS_LUT,GAL_PYR,ATE_ALG,MAC_CAL,PAR_APO,LUC_CER,APT_APT,LOP,LOP2,LOP3,LALOP2,LA2LOP,LALOP,LA2,LA3,LA,ORS,ORW,ALTI,ALTI2,PEND,PEND2,DAUT,DIHE,DIPR,ESCO,ETP,ETR,HUEN,HUJU,INSO,PERM,PM24,PMR,PREC,RADS,TENE,TJUL,TMED,U100,U500
"1",1,37,-7,284,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",2.58191,6.66625,17.21168,248.42091,3585.53516,96.216,1388.7168,51751.23438,37.26549,138.81407,131.18593,15.16667,230.02779,1.17592,1.38279,4.75837,1.33333,67.21462,50.87604,927.55426,460.19189,87.55429,70.25665,3064.47998,1,132.90649,0.28882,460.19189,5.01445,10.36291,24.50685,16.88461,41.93833,126.46083
"2",2,37,-7,1276,"0","0","0","0","1","0","0","0","0","0","0","0","0","0","0",2.57573,6.63442,17.08865,247.71114,3590.75024,96.17072,1394.06885,52050.71484,37.33722,96.87788,112.29416,39,1521,2.50892,6.29466,12.85517,2.8,62.57193,42.85178,930.60901,474.1011,88.11726,70.4613,3045.8833,1,141.56825,0.29859,474.1011,4.96375,10.25103,24.55461,16.80171,43.38237,126.40523
"3",3,37,-7,3094,"0","0","0","0","1","0","0","0","0","0","0","0","0","0","0",2.56746,6.59198,16.92533,246.78922,3598.53418,96.12014,1401.59766,52472.94141,37.43791,91.77023,113.93616,90.25,8145.0625,2.93353,8.60562,23.74001,4.88889,60.20173,49.60496,927.04742,469.06125,88.86726,70.75042,3036.32324,1,147.23605,0.3139,469.06125,4.88655,10.29528,24.55264,16.64681,47.35172,126.9873
"4",4,37,-7,6950,"0","1","0","0","0","0","0","0","0","0","0","0","0","0","0",2.54576,6.4816,16.50413,243.25792,3585.82642,95.54402,1408.552,52863.94922,37.53067,85.69625,96.24624,154.14635,23761.09629,2.83406,8.0319,34.21418,6.96341,62.08788,64.41359,910.76416,460.4028,89.56413,70.7868,3029.45361,1,146.73166,0.31876,460.4028,4.81526,10.28307,24.48292,16.55151,53.78852,129.63977
"5",5,37,-7,5152,"0","1","0","0","1","0","0","0","0","0","0","0","0","0","0",2.55452,6.52603,16.67327,245.44559,3613.42676,96.07576,1414.51782,53200.15625,37.61007,84.66136,88.09979,115.32204,13299.17215,1.95801,3.8338,42.71768,8.66102,64.35519,76.72879,901.19019,486.21201,89.80002,70.99774,3041.5625,1,139.12956,0.2864,486.21201,4.75719,10.31978,24.4876,16.66281,58.11293,130.08372
"6",6,37,-7,1772,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",2.57804,6.64637,17.13492,250.52235,3662.8147,97.17455,1420.77332,53553.4375,37.69314,87.60632,124.87433,143,20449,1.90391,3.62488,51.7557,10.66667,68.10049,88.52167,889.91913,552.17322,89.92225,71.40102,3062.16113,1,125.98521,0.22898,552.17322,4.71855,10.28097,24.4643,16.76504,62.75886,130.09628
"8",8,37,-7,2642,"0","0","0","0","1","0","0","0","0","0","0","0","0","0","0",2.64837,7.01438,18.57943,260.84216,3662.30444,98.4842,1382.84912,51423.57422,37.18668,72.21969,92.23389,13.07143,170.86224,0.48372,0.23398,7.65669,0,67.54669,61.06999,924.92291,425.15448,86.9904,70.45243,3073.26147,3,116.31448,0.27361,425.15448,5.05128,10.79551,24.5211,17.32912,36.9589,121.83208
"9",9,37,-7,9675,"0","1","0","0","0","0","0","0","0","0","0","0","0","0","0",2.64507,6.99737,18.51371,260.65366,3670.24585,98.52945,1387.58069,51687.76562,37.25024,107.01712,92.10117,50.04504,2504.50642,1.14356,1.30772,7.62696,0.90991,65.53064,50.43243,929.72046,437.20886,87.48151,70.56802,3076.43286,2.2973,124.35591,0.28445,437.20886,5.02316,10.60078,24.6382,17.19325,36.52823,121.16653
"10",10,37,-7,10031,"0","1","0","0","0","0","0","0","0","0","0","0","0","0","0",2.64065,6.97415,18.42217,260.43112,3682.25928,98.60807,1394.45129,52072.12891,37.34234,97.51727,92.665,115.23729,13279.63287,1.45057,2.10416,14.74369,2.85593,61.15274,44.84121,934.69757,459.11584,88.16473,70.83409,3079.09082,1.33898,134.45439,0.29278,459.11584,4.9668,10.39801,24.75154,17.03345,37.94217,120.72768
"11",11,37,-7,10031,"0","1","0","0","0","0","0","0","0","0","0","0","0","0","0",2.64424,6.99317,18.49768,261.77527,3705.19995,98.98205,1401.23438,52452.53516,37.43306,99.04717,95.18526,152.5,23256.25,1.5386,2.36729,24.32573,5.08621,59.28693,54.43686,934.64459,461.08603,88.86793,71.34719,3069.57031,1,137.8148,0.29891,461.08603,4.88767,10.48298,24.79416,16.91309,41.23086,120.39844
"12",12,37,-7,10031,"0","1","0","0","0","0","0","0","0","0","0","0","0","0","0",2.64518,6.99816,18.51754,262.6001,3724.58789,99.25834,1408.06299,52836.43359,37.52416,90.10326,93.90813,189.42982,35883.65852,1.77157,3.13846,33.93006,7.25439,58.25873,71.83773,921.76471,464.33112,89.44973,71.62913,3065.37915,1,136.02687,0.29311,464.33112,4.8132,10.47621,24.80562,16.86297,46.1558,120.94945
"13",13,37,-7,10031,"0","1","0","0","0","0","0","0","0","0","0","0","0","0","0",2.64753,7.0105,18.5662,263.68381,3745.50635,99.58083,1414.71619,53211.35156,37.61271,95.34827,88.95881,146.17241,21366.37318,2.22553,4.953,43.65134,9.46552,59.07298,86.32796,906.11224,480.58832,89.62234,71.82311,3068.2019,1,135.19835,0.28141,480.58832,4.74832,10.52939,24.77862,16.82538,52.48433,122.39405
"14",14,37,-7,10031,"1","1","0","0","0","0","0","0","0","0","0","0","0","0","0",2.64808,7.01353,18.57879,264.4577,3765.04834,99.85056,1421.80505,53611.80859,37.70682,98.04241,94.07684,168.85001,28510.32456,1.5334,2.35131,53.78765,11.7,61.95699,104.2079,889.13159,569.72205,89.8095,72.13358,3077.23169,1,125.43752,0.22209,569.72205,4.70919,10.33369,24.66288,16.80713,59.88324,124.59861
"15",15,37,-7,4630,"0","1","0","0","1","0","0","0","0","0","0","0","0","0","0",2.6708,7.13391,19.05726,269.54999,3812.95166,100.91389,1427.63684,53941.97656,37.78408,81.14364,101.41315,185.26923,34324.68614,1.74825,3.05638,62.26715,13.44231,62.45405,130.23746,881.74774,683.93939,89.89129,72.31201,3101.9585,1,120.17725,0.17601,683.93939,4.68039,10.31457,24.63516,16.67005,65.51268,125.34155
"17",17,37,-7,1065,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",2.73882,7.50166,20.54858,279.04181,3789.54834,101.87682,1383.64343,51467.88281,37.19736,62.64387,110.25658,15.85714,251.44897,0.6834,0.46704,14.39797,0,63.69011,53.61705,926.82501,450.72485,87.10456,70.96445,3004.41748,3,107.88821,0.23964,450.72485,5.04105,11.04866,24.74533,17.70435,29.19704,114.05923
"18",18,37,-7,10028,"0","1","0","0","0","0","0","0","0","0","0","0","0","0","0",2.75583,7.59572,20.93866,282.91867,3823.30005,102.6468,1387.34973,51674.85547,37.24714,107.59795,87.31152,51.91228,2694.88492,0.84359,0.71164,15.64328,0.68421,62.42924,50.7329,931.48181,459.20599,87.50564,71.15793,3015.90894,3,111.68662,0.24361,459.20599,5.02355,10.96523,24.8886,17.69936,26.90367,111.60559
"19",19,37,-7,10029,"0","1","0","0","1","0","0","0","0","0","0","0","0","0","0",2.76085,7.62345,21.05351,284.64233,3848.93164,103.08407,1394.11182,52053.11328,37.3378,110.1069,85.19431,95.85714,9188.59121,1.24697,1.55493,19.70971,2.91597,61.33992,55.09665,939.21246,452.48676,88.19267,71.46388,3058.36353,2.09244,120.76554,0.26696,452.48676,4.97509,10.72238,25.0715,17.48123,28.04211,110.47688
"20",20,37,-7,10029,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",2.75951,7.61601,21.02263,285.08923,3866.67554,103.2963,1401.21582,52451.49609,37.43281,109.13731,86.4082,141.58974,20047.6536,1.18631,1.40732,26.87749,5.52137,60.27788,72.06232,944.37897,466.97824,88.89338,72.07361,3092.6665,1.23932,123.41944,0.26439,466.97824,4.89059,10.68974,25.15746,17.31647,32.37985,110.36842
"21",21,37,-7,10028,"0","1","0","0","0","0","0","0","0","0","0","0","0","0","0",2.76056,7.62181,21.04663,285.98001,3886.44409,103.57975,1407.84558,52824.1875,37.52126,102.89754,86.4771,232.52632,54068.49014,1.80024,3.24085,35.19885,7.96491,58.86887,88.21399,941.14606,482.60696,89.27448,72.54762,3102.64014,1,122.23777,0.25343,482.60696,4.80725,10.58978,25.17018,17.26284,38.53971,111.21654
"22",22,37,-7,10028,"0","1","0","0","0","0","0","0","0","0","0","0","0","0","0",2.76263,7.63336,21.09504,287.11691,3908.49463,103.91203,1414.77771,53214.82812,37.61352,82.63456,90.28091,199.77118,39908.52404,1.43797,2.06776,44.09985,10.45763,56.82808,115.04096,923.29059,502.98084,89.40784,72.8457,3104.60156,1,119.54713,0.23825,502.98084,4.738,10.45953,25.14914,17.10748,45.73211,112.53365
"23",23,37,-7,10028,"0","1","0","0","0","0","0","0","0","0","0","0","0","0","0",2.76773,7.66133,21.21006,288.86624,3934.67432,104.35567,1421.62524,53601.62891,37.70444,97.50506,98.1133,188.05217,35363.61857,1.34356,1.80514,53.21333,13.06956,56.91936,178.68715,895.01495,612.164,89.57759,73.13508,3094.91162,1,123.94009,0.20367,612.164,4.70092,10.30869,25.0307,16.80543,53.88902,114.77641
"24",24,37,-7,10028,"0","1","0","0","0","0","0","0","0","0","0","0","0","0","0",2.76516,7.64734,21.1529,289.03708,3950.08276,104.51126,1428.51587,53991.82031,37.7957,90.71542,103.10117,243.54237,59312.88779,1.41196,1.99362,62.12611,14.76271,58.57619,182.33565,886.12744,724.10712,89.73468,73.06404,3089.17383,1,123.02425,0.16997,724.10712,4.67043,10.3444,24.8986,16.56809,62.72544,118.21409
"25",25,37,-7,8312,"0","0","0","0","1","0","0","0","0","0","0","0","0","0","0",2.77608,7.7074,21.40073,291.99319,3984.37988,105.17101,1435.25256,54374.1875,37.88472,87.81149,98.73267,212.20833,45032.37456,2.06134,4.24913,70.32228,15.60417,60.81376,129.38065,873.29736,712.59436,89.88403,73.01415,3082.93555,1,122.73383,0.17227,712.59436,4.67669,10.22166,24.64596,16.39319,71.22584,121.34151
"26",26,37,-7,548,"0","0","0","0","1","0","0","0","0","0","0","0","0","0","0",2.87591,8.27135,23.79047,307.6925,3979.75,106.98322,1383.82043,51477.75781,37.19974,72.68629,81.93974,0,0,0.0749,0.00561,10.39035,0,59.85861,61.00314,927.68359,503.58591,87.55396,71.72913,2978.41577,3,106.69212,0.21187,503.58591,5.04001,11.07437,25.01706,18.12336,17.63344,102.19791
"27",27,37,-7,9618,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",2.87327,8.25686,23.731,307.5542,3986.48657,107.02449,1387.4408,51679.9375,37.24836,100.80797,96.84468,29.80172,888.14272,0.7707,0.59398,11.0025,0.9569,60.10153,56.15377,932.38184,492.47949,87.87227,71.77332,2988.21729,3,107.06963,0.21748,492.47949,5.02378,11.0195,25.13236,18.08041,17.03557,101.70418
"28",28,37,-7,10026,"0","1","0","0","0","0","0","0","0","0","0","0","0","0","0",2.8749,8.26621,23.77113,308.65134,4008.17993,107.3458,1394.198,52057.9375,37.33895,116.35684,93.93565,92.77193,8606.63042,1.03408,1.06933,14.60448,3.22807,60.34553,59.00088,940.83643,467.27811,88.49393,72.09421,3019.81372,3,110.17252,0.23594,467.27811,4.97247,10.89395,25.34307,17.90014,18.80435,100.49281
"29",29,37,-7,10026,"0","1","0","0","0","0","0","0","0","0","0","0","0","0","0",2.87855,8.28718,23.8615,310.16327,4032.19189,107.73521,1400.76929,52426.42188,37.42684,101.61449,79.37324,146.26315,21392.90995,1.10817,1.22803,22.11809,5.91228,60.13624,69.73048,950.05609,469.61191,89.07229,72.6908,3067.21143,2.26316,111.22604,0.23694,469.61191,4.8829,10.76939,25.5012,17.70348,24.21216,100.29956
"30",30,37,-7,10026,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",2.87641,8.27495,23.80903,310.48947,4049.62573,107.92773,1407.87354,52825.76953,37.52163,102.31207,81.67614,164.18182,26955.67123,1.39616,1.94927,31.08753,8.61157,60.04543,102.34139,966.75958,502.42404,89.18512,73.2702,3105.01978,1,110.61934,0.22046,502.42404,4.78999,10.51589,25.54834,17.47161,31.83923,101.14967
"31",31,37,-7,10026,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",2.88059,8.29883,23.91147,312.15076,4075.46045,108.35,1414.80078,53216.12109,37.61383,81.67922,90.97171,238.71304,56983.91699,1.52348,2.32099,39.99545,11.61739,59.16208,173.8187,958.93903,568.40094,89.23082,73.16865,3112.36572,1,110.52486,0.19486,568.40094,4.72691,10.24117,25.50866,17.09697,40.53393,102.82304
"32",32,37,-7,10026,"0","0","0","0","1","0","0","0","0","0","0","0","0","0","0",2.8804,8.29792,23.90835,312.86148,4094.66895,108.60144,1421.56335,53598.13672,37.70362,107.17033,100.16978,226.1228,51131.5219,1.49613,2.23841,48.55824,14.49123,58.01308,242.61302,919.6131,650.87372,89.38749,72.69621,3085.73145,1,120.52223,0.18524,650.87372,4.68939,10.11606,25.3758,16.74452,49.48094,105.4065
"33",33,37,-7,10026,"0","1","0","0","0","0","0","0","0","0","0","0","0","0","0",2.88461,8.32204,24.01205,314.51831,4120.21045,109.01919,1428.3446,53982.10156,37.79344,111.4826,100.36801,329.50861,108575.92143,2.8411,8.07186,57.41519,16.43103,58.75276,267.25809,894.95312,744.29285,89.57603,72.30952,3057.41113,1,131.00914,0.17615,744.29285,4.66749,10.00264,25.14167,16.5055,58.72338,108.78599
"34",34,37,-7,10025,"0","1","0","0","1","0","0","0","0","0","0","0","0","0","0",2.88547,8.32719,24.03508,315.4809,4141.5752,109.31784,1435.31909,54377.97266,37.88559,84.26977,97.78751,349.36136,122053.35888,3.8112,14.52522,66.79919,17.33613,61.80131,164.84326,870.38647,754.81647,89.75371,72.122,3051.42017,1,131.29741,0.17412,754.81647,4.69338,9.7624,24.80673,16.29773,68.45945,113.08272
"35",35,37,-6,727,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",3.02339,9.141,27.63733,339.93484,4181.18604,112.43386,1382.94519,51428.92578,37.18797,93.81464,71.57542,11.42857,130.61225,0.47851,0.22897,1.22555,1,55.87155,72.1363,924.40259,531.16412,88.12993,72.53735,2962.16602,1,114.19836,0.21499,531.16412,5.03123,10.89148,24.86863,18.36232,7.74055,89.57544
"36",36,37,-7,9140,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",2.98622,8.91847,26.63829,332.20554,4143.37842,111.2341,1387.49951,51683.21875,37.24915,93.36963,75.46451,30.26415,915.91881,0.70637,0.49896,2.51502,1.5,57.5248,57.89259,930.93024,511.129,88.35368,72.38383,2976.50854,2.24528,112.90448,0.22092,511.129,5.01724,10.84829,25.18077,18.2729,7.45621,91.84119
"37",37,37,-7,9685,"0","1","0","0","0","0","0","0","0","0","0","0","0","0","0",2.9901,8.94177,26.74307,333.85489,4168.25635,111.64011,1394.01465,52047.67188,37.33649,103.95428,76.40178,56.46429,3188.21568,1.1378,1.29459,9.02503,3.77679,58.51181,68.20589,938.62476,481.63538,88.94773,72.69122,3000.86255,2.60714,117.49939,0.2441,481.63538,4.95651,10.73691,25.52257,18.18882,10.55934,90.8133
"38",38,37,-7,10023,"0","1","0","0","0","0","0","0","0","0","0","0","0","0","0",2.99048,8.94408,26.75382,334.74417,4188.86035,111.92266,1400.73523,52424.51172,37.42639,93.85461,80.79893,93.56035,8753.53881,1.66909,2.78585,17.5682,6.44828,59.69114,61.86976,950.60529,486.16772,89.45022,73.30983,3044.91919,1.44828,120.17686,0.24722,486.16772,4.86343,10.62372,25.77642,17.91362,18.08077,90.43206
"39",39,37,-7,10023,"0","0","0","0","1","0","0","0","0","0","0","0","0","0","0",2.99732,8.98502,26.93749,337.09268,4218.85254,112.45113,1407.54199,52807.10547,37.51722,104.9322,103.25053,120.68104,14563.91291,1.93358,3.73871,26.1226,9.27586,60.09176,59.80695,984.14435,561.04041,89.42673,73.53008,3090.74976,1,120.62996,0.21566,561.04041,4.77193,10.43894,25.9173,17.48903,27.2326,91.00484
"40",40,37,-7,10023,"0","1","0","0","0","0","0","0","0","0","0","0","0","0","0",2.99532,8.97303,26.88375,337.4837,4237.10693,112.6564,1414.57593,53203.44141,37.61084,98.26459,87.23278,154.20512,23779.22024,2.13243,4.54724,35.18593,12.61539,60.14963,83.58659,993.8653,647.06879,89.38238,72.63567,3107.16992,1,120.86099,0.18705,647.06879,4.71916,10.11237,25.85972,17.07677,36.87292,92.99774
"41",41,37,-7,10023,"0","1","0","0","0","0","0","0","0","0","0","0","0","0","0",2.99753,8.9862,26.94259,338.79819,4260.81689,113.01286,1421.44348,53591.34766,37.70203,108.71007,85.77673,197.19827,38887.15876,2.57325,6.62163,44.54917,15.87069,61.41888,221.12779,956.66321,721.18634,89.35986,71.91249,3072.65942,1,128.29842,0.17803,721.18634,4.68181,9.59147,25.63952,16.69839,46.68273,96.03609
"42",42,37,-7,10023,"0","1","0","0","0","0","0","0","0","0","0","0","0","0","0",2.999,8.99526,26.98421,339.96118,4283.60498,113.34259,1428.34497,53982.125,37.79344,114.83439,89.33794,318.01709,101134.8694,2.32018,5.38323,54.01033,18.49573,65.13007,336.02802,916.39111,815.28577,89.45592,71.32422,3034.73413,1,137.59296,0.16894,815.28577,4.69369,8.91017,25.30458,16.37226,56.59791,99.71275
"43",43,37,-6,10022,"0","1","0","0","0","0","0","0","0","0","0","0","0","0","0",3.0042,9.02627,27.12292,341.95905,4311.82422,113.81387,1435.2627,54374.76953,37.88485,80.1475,97.65308,423.63159,179463.72557,4.41308,19.47526,63.42141,19.32456,72.65273,301.21039,869.93408,854.49231,89.61086,70.90721,3018.74194,1,140.32021,0.16105,872.24988,4.71653,8.28634,25.00832,16.20705,66.40676,104.23665
"44",44,37,-6,3753,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",3.10968,9.67113,30.08036,359.51358,4297.27344,115.59914,1381.90271,51370.79688,37.17395,89.42159,93.51869,13.95454,194.72933,0.50371,0.25372,8.57374,1,52.91567,76.83119,919.67194,547.95813,88.23737,72.97711,2974.91992,2.04545,121.67204,0.22205,547.95813,5.02869,10.84431,24.54557,18.50762,8.71516,82.64378
"45",45,37,-6,6367,"0","1","0","0","0","0","0","0","0","0","0","0","0","0","0",3.11406,9.69797,30.20367,361.18686,4319.47314,115.97892,1387.08801,51660.22656,37.24362,98.21899,75.51373,21.6,466.56002,0.89076,0.79345,3.87029,2.32857,54.52661,58.53592,925.1181,526.81342,88.80157,73.06451,2985.07104,1.48571,126.66901,0.24052,526.81342,5.0033,10.72196,24.87424,18.47287,2.93434,80.9551
"46",46,37,-6,9157,"0","1","0","0","0","0","0","0","0","0","0","0","0","0","0",3.10621,9.64947,29.97894,360.26196,4329.74707,115.97031,1393.9021,52041.37109,37.33499,109.94739,96.66484,28.06482,787.63387,0.92307,0.85205,4.15662,4.60185,56.80096,70.24348,934.71686,501.37534,89.44591,73.34755,3003.51025,1,130.927,0.26117,501.37534,4.92713,10.57682,25.30824,18.33643,6.87325,80.3202
"47",47,37,-6,10020,"0","1","0","0","0","0","0","0","0","0","0","0","0","0","0",3.1067,9.65263,29.99445,361.26605,4351.72656,116.27332,1400.75671,52425.71484,37.42667,117.85122,103.81836,100.93277,10187.42402,1.34501,1.80905,13.06084,7.04202,58.82598,84.24442,948.4198,538.32788,89.73963,73.86813,3046.62183,1,134.67357,0.25107,538.32788,4.83242,10.4484,25.85367,18.11345,16.28617,80.35504
"48",48,37,-6,10021,"0","1","0","0","0","0","0","0","0","0","0","0","0","0","0",3.10632,9.6503,29.98364,362.05548,4372.34521,116.5414,1407.56335,52808.30469,37.5175,96.77074,97.05865,138.30702,19128.83236,2.74683,7.54507,22.47434,9.76316,60.76389,63.67342,991.01386,654.07751,89.67614,73.31375,3096.15015,1,134.95506,0.20697,654.07751,4.75034,10.31998,26.0909,17.73704,26.17704,81.28899
"49",49,37,-6,10020,"0","1","0","0","0","0","0","0","0","0","0","1","0","0","0",3.10997,9.67294,30.08903,363.75452,4398.00977,116.95152,1414.16785,53180.41797,37.60542,104.07459,98.82964,197.94737,39183.16224,2.59624,6.74045,31.74893,13.4386,63.16751,139.74982,1013.65234,730.53589,89.6365,72.33618,3102.91284,1,134.0379,0.18357,730.53589,4.71122,9.9902,26.04792,17.24636,35.87275,83.3691
"50",50,37,-6,10020,"0","1","0","0","0","0","0","0","0","0","0","0","0","0","0",3.1114,9.68196,30.13152,365.0076,4422.15674,117.2992,1421.27576,53581.86719,37.6998,113.77635,86.62561,241.84033,58486.74618,2.46432,6.07288,41.3376,17.29412,66.45516,269.44907,977.32037,797.35791,89.56889,71.34843,3054.40845,1,139.39746,0.17486,797.35791,4.69068,8.93064,25.82682,16.76436,45.92747,86.43443
"51",51,37,-6,10020,"0","1","0","0","0","0","0","0","0","0","0","0","0","0","0",3.11501,9.70424,30.23486,366.76209,4449.43018,117.72848,1428.38416,53984.34766,37.79396,108.7916,94.12106,354.79309,125878.13728,2.92005,8.52667,51.18243,20.02586,71.74771,350.57715,921.42181,879.10193,89.52291,70.52519,3006.302,1,147.04376,0.16612,885.76526,4.71709,7.89743,25.46672,16.30731,56.09124,90.80054
"52",52,37,-6,10020,"0","1","0","0","0","0","0","0","0","0","0","1","0","0","0",3.11259,9.68931,30.1657,367.05569,4466.83594,117.91276,1435.08667,54364.76953,37.88253,83.66539,97.72717,540.50879,292149.75109,4.38534,19.23116,60.82798,20.76316,80.08577,387.24673,865.96069,865.96069,89.5306,69.67625,2938.24707,1.12281,149.02238,0.15308,973.8136,4.74754,7.52492,25.21777,16.02944,65.96035,95.94721
"53",53,37,-6,130,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",3.25543,10.59789,34.50092,393.2276,4481.86328,120.79078,1376.73254,51082.76172,37.10435,173.65981,83.65981,30,900,2.63712,6.95442,23.26363,1,47.44493,94.36319,906.27063,556.96887,88.86205,73.92233,2990.21826,3,112.74141,0.20242,556.96887,5.03532,10.8823,23.91682,18.76388,21.47209,72.99086
"54",54,37,-6,8412,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",3.21922,10.36443,33.37204,385.13394,4445.12988,119.62383,1380.80933,51309.85938,37.15924,96.08169,106.59997,50.67347,2567.80051,0.70423,0.49594,16.5016,1.32653,50.20569,81.10161,912.45001,561.84241,89.00584,73.61207,2991.35352,3,121.04625,0.21545,561.84241,5.02174,10.80176,24.14745,18.68495,14.90023,74.06588
"55",55,37,-6,9573,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",3.21381,10.32952,33.20311,384.66263,4456.77539,119.6797,1386.75708,51641.74609,37.23918,95.67448,97.86157,61.25455,3752.11954,0.97985,0.96011,8.76392,3.00909,53.75252,59.11248,920.5578,545.55121,89.54715,73.62292,3004.43018,3,133.0071,0.24395,545.55121,4.98215,10.65678,24.45256,18.60954,10.87583,72.15181
"56",56,37,-6,9942,"0","1","0","0","0","0","0","0","0","0","0","0","0","0","0",3.21735,10.35252,33.31516,386.47101,4483.75,120.10743,1393.6167,52025.39062,37.33117,116.0443,78.84569,30.52542,931.80145,0.9033,0.81595,2.44736,5.19492,57.46015,70.48468,931.61169,548.91211,89.93996,73.94743,3031.44971,1.25424,142.56514,0.25986,548.91211,4.88408,10.49036,25.00347,18.41548,13.37531,70.61034
"57",57,37,-6,10018,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",3.21922,10.36443,33.37204,387.86435,4508.37891,120.47185,1400.45581,52408.82812,37.42265,111.3978,95.6183,115.02608,13231.00021,1.27305,1.62066,9.90989,7.42609,59.84011,103.53114,944.48486,623.32159,90.04973,73.98788,3070.24243,1,149.69029,0.2408,623.32159,4.78798,10.32724,25.8827,18.20599,19.95733,70.21894
"58",58,37,-6,10018,"0","1","0","0","0","0","0","0","0","0","0","1","0","0","0",3.21999,10.36936,33.39578,388.99887,4531.55615,120.79555,1407.31799,52794.5,37.51423,102.05077,95.16677,216.59483,46913.32186,1.6202,2.62506,19.63629,10.03448,63.62548,158.22733,991.05725,725.99445,89.95745,73.04362,3108.05542,1,149.12987,0.20563,725.99445,4.72858,10.17876,26.16427,17.93843,28.37248,71.48009
"59",59,37,-6,10018,"0","1","0","0","0","0","0","0","0","0","0","0","0","0","0",3.22008,10.37002,33.39949,389.97705,4553.92676,121.09493,1414.23096,53183.98047,37.60625,93.64577,98.61606,232.78813,54190.31426,3.43674,11.81119,29.64175,13.82203,67.88609,188.53407,1020.04742,795.50916,89.86018,72.02428,3085.39648,1,148.09465,0.18624,795.50916,4.69492,9.79597,26.13849,17.36632,37.85047,73.86855
"60",60,37,-6,10018,"0","1","0","0","0","0","0","0","0","0","0","0","0","0","0",3.22768,10.41901,33.63612,392.7598,4586.62354,121.67237,1421.02747,53567.82422,37.69651,97.30598,94.58845,214.10527,45841.06681,3.65302,13.34455,39.57412,17.86842,71.68099,299.51349,975.07135,860.73297,89.77327,71.03288,3037.32227,1,149.64954,0.17394,860.73297,4.70585,8.57345,25.92723,16.76659,47.52301,77.28678
"61",61,37,-6,10017,"0","1","0","0","0","0","0","0","0","0","0","0","0","0","0",3.22561,10.40561,33.57119,393.2103,4606.03174,121.89032,1427.95666,53960.11719,37.7883,111.21436,100.19005,317.85217,101030.00382,3.40905,11.62161,49.33556,20.49565,75.34126,373.0932,911.41455,901.4765,89.70813,69.88111,2930.19629,1,154.05913,0.16511,933.48346,4.74058,7.07303,25.6187,16.20609,57.02549,81.95381
"62",62,37,-6,10018,"0","1","0","0","0","0","0","0","0","0","0","1","0","0","0",3.22932,10.42958,33.68742,395.10132,4634.40869,122.33549,1435.10364,54365.73047,37.88275,89.29482,85.49717,581.45001,338084.11669,5.64212,31.83353,59.42943,21.65,80.92017,523.51062,860.39618,860.39618,89.62014,68.07233,2788.05371,1.56667,159.27283,0.1582,1006.80151,4.762,6.68348,25.44436,15.85662,66.94338,87.64615
"63",63,38,-7,1428,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",2.70502,7.31726,19.79397,281.29889,3997.69629,103.98969,1477.87842,56814.36328,38.44318,82.26137,115.6823,161.88235,26205.89676,0.89038,0.79278,43.91271,17.29412,81.9977,145.23573,934.21399,605.92419,92.37771,70.576,3091.03174,1,128.94321,0.21282,605.92419,4.67965,9.49629,24.44838,16.31671,54.37437,158.5087
"64",64,38,-7,1917,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",2.70539,7.3192,19.80176,281.82449,4011.05615,104.17029,1482.61719,57087.85547,38.50476,98.98664,100.34977,167.33333,28000.44273,1.1979,1.43496,38.23172,17,80.23149,133.09529,929.16254,628.95398,92.65379,70.2323,3074.06982,1,129.79808,0.20638,628.95398,4.67834,9.37306,24.60579,16.47643,48.78485,157.40671
"65",65,37,-7,4820,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",2.78905,7.77941,21.70059,295.3299,4019.54907,105.88068,1441.18835,54711.83594,37.96298,103.09563,97.42443,226.92728,51495.98887,2.23699,5.00414,77.87939,15.67273,64.2123,67.88856,873.99304,700,89.98445,73.09737,3076.81055,1,118.11441,0.16873,700,4.69148,10.10108,24.58157,16.36757,79.09538,124.53114
