fid,CuadrID,latitude,longitude,Area_hec,HIE_FAS,SAL_SAL,ALY_DIC,DIS_JEA,VIP_LAT,CAP_PYR,CAN_LUP,URS_ARC,MUS_LUT,GAL_PYR,ATE_ALG,MAC_CAL,PAR_APO,LUC_CER,APT_APT,LOP,LOP2,LOP3,LALOP2,LA2LOP,LALOP,LA2,LA3,LA,ORS,ORW,ALTI,ALTI2,PEND,PEND2,DAUT,DIHE,DIPR,ESCO,ETP,ETR,HUEN,HUJU,INSO,PERM,PM24,PMR,PREC,RADS,TENE,TJUL,TMED,U100,U500
"4028",4028,42,-2,10000,"0","0","0","0","0","0","1","0","1","1","0","0","0","1","0",7.67614,58.92413,452.32605,2487.69946,13682.08789,324.07645,1782.41907,75251.46875,42.2187,91.95817,73.25888,1055.46362,1114003.45948,4.48204,20.08865,20.36776,54.88182,98.39868,145.95825,684.60492,579.74628,83.2846,71.89841,2482.84521,1,97.05817,0.16809,579.74628,4.37869,4.0945,19.97251,11.70805,26.43063,123.47319
"4029",4029,42,-2,10000,"0","0","0","0","0","0","0","0","1","1","0","0","0","0","0",7.67614,58.92413,452.32605,2492.9541,13739.94434,324.76089,1789.95581,75729.26562,42.30786,76.7741,82.90565,816.35455,666434.75653,5.24078,27.46579,11.53602,41.19091,102.1245,105.20817,714.20325,488.55917,83.20761,72.70206,2479.58716,1.45455,90.44346,0.18524,488.55917,4.2921,4.25634,20.68779,12.20868,17.04984,114.14822
"4030",4030,42,-2,10000,"0","0","0","0","0","0","0","0","1","0","0","0","0","0","0",7.67614,58.92413,452.32605,2498.15698,13797.3584,325.43872,1797.43555,76204.42969,42.39617,61.92905,85.88233,451.85999,204177.44641,1.87883,3.52999,3.77055,34.08,104.53214,67.60305,740.45892,466.63007,83.87797,73.77779,2442.8855,1.88,83.49709,0.17903,466.63007,4.20795,4.41343,21.03446,12.48729,9.52252,105.33523
"4031",4031,41,-2,10000,"0","0","0","0","1","0","0","0","0","0","0","0","0","0","0",7.78652,60.63111,472.12482,2521.14551,13463.19922,323.77676,1729.04041,71896.53125,41.58173,84.91466,86.72958,1017.52728,1035361.77104,1.43105,2.04792,32.82894,81.71819,75.05658,14.4242,641.38239,571.57611,87.75055,72.49088,2551.47974,2.70909,92.23368,0.16117,581.2041,4.4765,2.98051,19.62758,11.42853,96.87216,108.06716
"4032",4032,41,-2,10000,"0","0","0","0","0","0","1","0","0","0","0","0","0","0","0",7.78652,60.63111,472.12482,2526.46753,13520.09668,324.46021,1736.34729,72352.76562,41.66949,101.38829,97.68852,1002.09088,1004186.13438,1.15441,1.33267,42.22734,88.26447,85.34667,28.63639,647.68445,646.6441,87.37565,72.53209,2516.85303,3,97.49422,0.12597,797.04639,4.5033,2.2309,19.6627,11.03754,87.30597,107.78352
"4033",4033,41,-2,10000,"0","0","0","1","1","0","1","0","0","0","0","0","0","0","0",7.78652,60.63111,472.12482,2532.11426,13580.60156,325.18539,1744.11768,72838.99219,41.76263,99.21487,87.81464,1089.2644,1186496.94248,2.35553,5.54853,51.00214,92.80991,93.48351,65.41985,668.87097,647.19055,86.95339,71.92363,2463.47095,2.78512,114.02184,0.16901,690.31726,4.52822,1.64582,19.13868,10.63153,77.33392,108.36012
"4034",4034,41,-2,10000,"0","0","0","0","1","0","0","0","0","0","0","0","0","0","0",7.78652,60.63111,472.12482,2537.71704,13640.76758,325.90494,1751.84473,73323.58594,41.85504,89.99687,94.58734,1207.58679,1458265.86021,3.70429,13.72177,47.33703,93.04132,91.81203,146.12058,690.2287,546.49042,86.35075,71.41023,2460.02686,1.33058,131.35077,0.24229,546.49042,4.54496,1.52648,18.82477,10.41823,67.43533,109.88208
"4035",4035,41,-2,10000,"0","0","0","0","1","0","0","0","0","0","0","0","0","0","0",7.78907,60.67081,472.58707,2545.06372,13706.40625,326.74176,1759.69568,73817.03906,41.94872,90.38137,72.69455,1209.76038,1463520.16734,4.434,19.6604,40.11851,86.71075,88.5191,199.49843,708.87,517.56061,85.56084,71.04385,2491.92993,1,133.55656,0.25891,517.56061,4.52978,2.48455,19.1079,10.45572,57.64802,112.31656
"4036",4036,42,-2,10000,"0","0","0","0","1","0","0","0","0","1","0","0","0","0","0",7.79519,60.76632,473.70505,2554.50317,13775.71094,327.69547,1767.20544,74290.07031,42.03814,90.0041,82.43826,1183.20911,1399983.78947,4.4698,19.9791,33.62355,74.28181,87.13411,166.02577,715.32928,516.03448,84.77898,70.75671,2522.72729,1,117.5261,0.22837,516.03448,4.50459,3.56671,19.47312,10.87585,48.4693,115.43313
"4037",4037,42,-2,10000,"0","0","0","1","0","0","0","0","1","1","0","0","0","1","0",7.79545,60.7704,473.75305,2559.97925,13833.44727,328.38693,1774.55359,74753.90625,42.12544,81.78988,91.48498,1075.87598,1157509.11703,5.18442,26.87823,26.97194,62.10744,89.08835,109.38889,710.8269,512.40717,84.04415,70.77617,2542.08325,1,125.1672,0.24531,512.40717,4.44367,4.10244,20.03083,11.64675,39.57135,119.27897
"4038",4038,42,-2,10000,"1","0","0","0","0","0","1","0","1","1","0","0","0","1","0",7.79545,60.7704,473.75305,2565.36279,13891.68848,329.07748,1782.02429,75226.46875,42.21402,86.08276,83.3825,908.73553,825800.27203,6.07906,36.95499,17.87263,50.04132,93.1802,84.78483,713.45343,500.70084,83.27731,71.12092,2555.5791,1.24793,122.91768,0.24641,500.70084,4.36628,4.22792,20.74626,12.29656,30.80604,123.06576
"4039",4039,42,-2,10000,"0","0","0","0","0","0","0","0","1","0","0","0","0","0","0",7.79545,60.7704,473.75305,2570.99243,13952.72461,329.79962,1789.85413,75722.80469,42.30666,52.24031,82.09101,724.8595,525421.29054,4.3237,18.69439,7.99704,38.64463,97.65875,75.87563,733.74005,464.73492,83.21484,71.76302,2548.17261,1.03306,110.9583,0.23917,464.73492,4.28824,4.36512,21.27501,12.46864,23.14688,118.4697
"4040",4040,42,-2,10000,"1","0","0","0","0","0","0","0","1","0","0","0","0","0","0",7.79545,60.7704,473.75305,2576.3064,14010.45801,330.48123,1797.25989,76193.25781,42.3941,72.92253,73.24544,394.98181,156010.63142,2.1659,4.69113,2.04779,32.84546,99.93021,62.19792,753.35437,455.10806,83.9196,72.57848,2500.23242,1.58182,101.39104,0.22342,455.10806,4.20777,4.5318,21.54504,12.59944,17.9826,110.03033
"4041",4041,41,-2,10000,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",7.91011,62.57114,494.96472,2601.73975,13676.10449,328.90649,1728.93933,71890.21875,41.58051,80.05905,95.37226,1038.48181,1078444.47282,1.70152,2.89516,30.85465,68.22727,71.01584,16.03374,639.90546,487.17331,89.00166,71.77336,2521.24561,1.94545,105.14952,0.21622,487.17331,4.467,2.81365,19.51188,11.66694,96.65558,97.88355
"4042",4042,41,-2,10000,"0","0","0","0","0","0","1","0","0","0","0","0","0","0","0",7.91011,62.57114,494.96472,2607.2998,13734.61914,329.60938,1736.33679,72352.11719,41.66937,100.18132,110.02624,1037.1322,1075643.20463,1.30302,1.69787,40.51886,76.66942,79.64229,31.54635,645.68927,575.98114,88.32933,72.1527,2457.12573,3,125.64772,0.21953,576.05457,4.4923,2.01467,19.28325,11.27407,89.85477,97.5703
"4043",4043,41,-2,10000,"0","0","0","0","1","0","1","0","0","0","0","0","0","0","0",7.91011,62.57114,494.96472,2613.0459,13795.22461,330.33578,1743.99878,72831.54688,41.7612,106.1582,100.20135,1061.61157,1127019.13044,2.15664,4.65111,46.04347,81.13223,87.14808,55.3115,667.51257,571.94043,87.49007,71.60487,2402.74683,2.98347,146.69487,0.2579,571.94043,4.51132,1.64611,19.19868,10.93651,80.28419,98.20689
"4044",4044,41,-2,10000,"0","0","0","1","1","0","0","0","0","0","0","0","0","0","0",7.91011,62.57114,494.96472,2618.89648,13857.06738,331.07538,1751.81677,73321.82812,41.8547,89.03425,74.50083,1076.7356,1159359.54305,3.41327,11.65042,40.14062,82.22314,85.55209,114.23951,690.20337,482.78482,86.63839,70.99889,2409.23486,1.92562,149.37639,0.31014,482.78482,4.52482,2.23226,19.40831,11.02354,70.79927,99.88367
"4045",4045,41,-2,10000,"0","0","0","0","1","0","0","0","0","1","0","0","0","0","0",7.91011,62.57114,494.96472,2624.77905,13919.39062,331.81906,1759.69568,73817.03906,41.94872,99.35511,84.91366,953.7851,909706.00783,4.67564,21.86161,32.90896,75.50414,81.65305,124.42265,720.57416,459.57336,85.79103,70.53336,2471.55859,1,137.42873,0.29957,459.57336,4.51661,3.5321,19.79492,11.41562,61.54922,102.55576
"4046",4046,42,-2,10000,"0","0","0","1","0","0","1","0","0","1","0","0","0","0","0",7.91265,62.6111,495.43716,2631.92554,13981.91016,332.61673,1767.03333,74279.21094,42.03609,80.04743,71.77799,926.07275,857610.74552,4.95641,24.566,26.02574,64.46364,80.7345,83.6862,741.61084,468.62079,84.98675,70.20691,2551.6123,1,124.77709,0.26654,468.62079,4.48472,4.1131,20.32149,11.92909,53.04777,105.95999
"4047",4047,42,-2,10000,"0","0","0","1","1","0","0","0","1","0","0","0","0","0","0",7.91991,62.72629,496.80652,2642.03394,14050.71094,333.58713,1774.09875,74725.17969,42.12004,92.43978,81.48616,867.44629,752463.06447,4.42511,19.58164,19.68715,53.49587,83.14732,55.69527,746.86768,468.9137,84.17868,69.89916,2597.21802,1,143.51892,0.30632,468.9137,4.42695,4.29416,21.02368,12.43892,45.06532,110.13696
"4048",4048,42,-2,10000,"1","0","0","0","0","0","0","0","1","0","0","0","0","0","0",7.92045,62.73489,496.90933,2648.22388,14113.7168,334.34564,1781.93286,75220.6875,42.21294,65.81006,62.71665,585.63635,342969.93737,3.16154,9.99535,13.12903,43.38843,87.10462,38.26797,747.54681,465.22107,83.34114,69.83839,2618.76538,1.80992,149.2428,0.32096,465.22107,4.35649,4.46188,21.70495,12.90286,37.53494,115.23219
"4049",4049,42,-2,10000,"0","0","0","0","0","0","0","0","1","0","0","0","0","0","0",7.92045,62.73489,496.90933,2654.0061,14175.41504,335.07565,1789.72241,75714.45312,42.3051,74.21789,51.79475,440.13223,193716.38226,1.95636,3.82735,5.31241,36.19008,89.33224,41.28805,753.24994,442.38394,83.42869,70.25175,2608.00488,1,145.48958,0.32915,442.38394,4.2839,4.4423,21.99655,12.97662,31.36149,119.73897
"4050",4050,42,-2,10000,"0","0","0","0","0","0","0","0","1","0","0","0","0","0","0",7.92045,62.73489,496.90933,2659.5874,14235.09668,335.78027,1797.25757,76193.10938,42.39407,94.7368,85.41857,356.20001,126878.44869,1.86859,3.49162,3.00726,32.42727,88.51724,50.66685,762.02942,449.23624,84.16568,70.87008,2556.93384,2.05455,139.03854,0.30971,449.23624,4.20482,4.59359,21.94932,13.0525,27.73559,115.61442
"4051",4051,41,-1,10000,"1","0","0","0","1","0","0","0","0","0","0","0","0","0","0",8.03372,64.54191,518.53186,2683.67358,13889.69141,334.04468,1728.92432,71889.28906,41.58033,92.7278,93.84149,1045.31824,1092690.21723,2.08503,4.34734,29.91529,56.29091,72.14105,9.34247,649.73755,474.91782,89.25777,71.60955,2517.15186,1.10909,116.22228,0.2445,474.91782,4.45302,3.16054,19.94128,11.90098,87.70777,87.70777
"4052",4052,41,-1,10000,"0","0","0","0","1","0","0","0","0","0","0","0","0","1","0",8.03405,64.54727,518.59668,2689.51465,13948.48145,334.75778,1736.17041,72341.71875,41.66737,102.37268,106.92782,1124.32227,1264100.55692,1.62743,2.64852,39.44935,62.58678,80.5483,20.38861,636.78723,581.42664,88.44713,71.78646,2429.21802,2.93388,141.49545,0.2416,588.59747,4.48103,2.48902,19.60902,11.56593,87.135,87.35802
"4053",4053,41,-1,10000,"0","1","0","0","1","0","0","0","0","0","0","0","0","0","0",8.03413,64.54846,518.61114,2695.58789,14011.15723,335.51059,1743.95544,72828.83594,41.76069,80.86079,94.32021,1151.63635,1326266.2884,3.98597,15.888,39.70541,67.9752,86.18562,35.2232,649.75928,619.47797,87.60118,71.22788,2373.57397,1.64463,152.83836,0.24125,637.60229,4.49478,2.46215,19.63624,11.39512,83.62318,88.06846
"4054",4054,41,-1,10000,"0","1","0","1","1","0","0","0","0","0","0","0","0","0","0",8.03413,64.54846,518.61114,2701.65649,14074.31543,336.26593,1751.81677,73321.82812,41.8547,90.4945,78.91593,987.7934,975735.79318,2.12145,4.50054,32.36407,69.79339,81.82999,71.11321,679.4726,497.61765,86.75735,70.61003,2382.2688,1,151.19501,0.30546,497.61765,4.49909,3.44385,19.94242,11.65916,75.40779,89.93446
"4055",4055,41,-1,10000,"1","0","0","0","0","0","0","0","0","1","0","0","0","1","0",8.03413,64.54848,518.61133,2707.56665,14135.95996,337.00156,1759.49011,73804.09375,41.94627,79.63503,86.61169,775.85126,601945.17345,4.00644,16.05157,25.89623,63.60331,76.10645,81.67675,725.75067,433.93948,85.91264,69.94268,2468.06836,1,138.01674,0.31813,433.93948,4.48393,4.10179,20.4927,12.13208,66.79897,92.89319
"4056",4056,42,-1,10000,"0","0","0","0","0","0","0","0","1","0","0","0","0","0","0",8.0344,64.5528,518.66364,2713.16431,14193.03418,337.68686,1766.5343,74247.75781,42.03015,95.30205,76.05347,618.37274,382384.84768,3.56567,12.71401,18.83678,54.44545,72.88577,59.29416,756.10834,435.21951,85.10098,69.13128,2575.38867,1,129.19643,0.29689,435.21951,4.44968,4.26476,21.18336,12.63588,59.05622,96.63863
"4057",4057,42,-1,10000,"0","0","0","0","0","0","0","0","1","0","0","0","0","1","0",8.03714,64.59678,519.19196,2720.7666,14258.12695,338.51813,1774.0293,74720.78906,42.11922,98.6965,78.70737,730.37189,533443.09361,4.15156,17.23548,12.01329,44.96694,74.64145,42.40256,766.29657,438.04135,84.23711,68.38559,2633.7644,1,144.57092,0.33,438.04135,4.40291,4.46344,21.82942,13.11315,51.95703,101.20083
"4058",4058,42,-1,10000,"0","0","0","0","0","0","0","0","1","0","0","0","0","0","0",8.04494,64.72228,520.70679,2732.04932,14334.82129,339.59198,1781.84326,75215.00781,42.21188,63.8903,73.69608,456.84299,208705.51486,2.86019,8.18068,5.60941,38.59504,79.02059,32.54913,768.9295,435.35294,83.46813,68.0295,2659.60742,1.36364,149.13725,0.34273,435.35294,4.34404,4.66064,22.15998,13.53905,45.44676,106.72355
"4059",4059,42,-1,10000,"0","0","0","0","0","0","0","0","1","0","0","0","0","0","0",8.04545,64.73063,520.80811,2738.43481,14399.11816,340.36365,1789.72083,75714.35156,42.30508,75.30901,83.56155,314.89255,99157.31653,1.1787,1.38933,2.32761,34.85124,79.09259,35.57012,770.61334,430.1882,83.90326,68.26077,2640.8833,2.15702,148.65363,0.34568,430.1882,4.27749,4.73672,22.30416,13.52103,40.47672,112.90265
"4060",4060,42,-1,10000,"0","0","0","0","0","0","0","0","1","0","0","0","0","0","0",8.0456,64.73293,520.83582,2744.29199,14460.01074,341.0856,1797.25757,76193.10938,42.39407,98.32195,90.22897,362.70908,131557.87374,1.7937,3.21736,7.96813,32.28182,78.72956,49.31444,775.26086,461.0256,84.63785,68.81901,2599.59961,2.21818,150.35938,0.32626,461.0256,4.19293,4.63985,22.19737,13.44213,37.73628,118.07019
"4061",4061,41,-1,10000,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",8.14649,66.36617,540.66595,2759.35498,14082.89844,338.71246,1728.70728,71875.75,41.57772,105.23631,82.92532,1010.72998,1021575.09348,2.59157,6.71624,28.47611,48.57,74.27137,16.27234,668.95776,467.69263,89.22312,71.46494,2552.66284,1,115.19436,0.24616,467.69263,4.44479,3.73039,20.5478,12.22595,78.00452,78.00452
"4062",4062,41,-1,10000,"0","0","0","0","1","0","0","0","0","0","0","0","0","1","0",8.15195,66.45524,541.75623,2768.96851,14152.68945,339.6644,1736.11182,72338.05469,41.66667,109.8525,96.06786,1227.91821,1507783.13757,4.15337,17.25045,37.08849,53.15454,81.54916,26.46235,645.8866,544.25171,88.40574,71.13615,2426.625,1.49091,134.01526,0.24636,548.53265,4.47271,3.34907,20.1858,11.82552,77.61114,77.61114
"4063",4063,41,-1,10000,"0","0","0","0","1","0","0","0","0","0","0","0","1","1","0",8.15329,66.47717,542.02472,2776.13184,14218.97168,340.48691,1743.95544,72828.83594,41.76069,103.68154,103.21858,1513.73633,2291397.67101,9.01644,81.29627,33.7618,57.42727,85.12191,44.69066,644.19214,626.55164,87.55824,70.55688,2365.09253,1,145.01186,0.22108,658.63483,4.48311,3.53823,20.15677,11.83788,78.40748,78.40974
"4064",4064,41,-1,10000,"1","0","0","0","1","0","0","0","0","0","0","0","0","0","0",8.15341,66.47914,542.04901,2782.33765,14281.97754,341.24295,1751.65771,73311.83594,41.8528,67.73645,77.99786,888.91815,790175.48078,4.37094,19.10511,25.68855,58.32727,80.145,60.16331,679.57373,538.09167,86.71946,69.84637,2384.52881,1,142.92532,0.26809,538.34705,4.4803,4.09391,20.5057,12.12263,78.48835,80.49947
"4065",4065,41,-1,10000,"1","0","0","0","1","0","0","0","0","0","0","0","0","0","0",8.15341,66.47914,542.04901,2788.18481,14342.06738,341.96008,1759.02722,73774.97656,41.94075,83.96323,81.60211,688.85455,474520.59546,2.40109,5.76525,18.39994,54.07273,72.7066,64.5231,733.91846,426.45148,85.8878,68.85741,2497.92017,1,134.26785,0.31514,426.45148,4.4613,4.26134,21.08402,12.58124,72.78789,83.79138
"4066",4066,42,-1,10000,"1","0","0","0","0","0","0","0","1","0","0","0","0","0","0",8.15348,66.48037,542.06396,2794.15454,14403.14648,342.68906,1766.50183,74245.71094,42.02977,72.65687,78.95685,508.34,258409.55184,2.54464,6.4752,12.37706,46.26,66.47091,47.01732,762.57269,404.60666,85.08183,67.85023,2612.10815,1.02,121.61948,0.30066,404.60666,4.42202,4.4147,21.75741,13.07052,65.72525,87.92504
"4067",4067,42,-1,10000,"0","0","0","0","0","0","0","0","1","0","0","0","0","0","0",8.15477,66.50126,542.31946,2800.94336,14466.40234,343.46771,1773.98145,74717.76562,42.11865,70.9109,43.92536,394.09091,155307.64684,1.48123,2.19403,5.30597,39.66364,64.35544,33.71564,778.46075,409.49939,84.19707,66.9221,2672.07202,1.16364,125.16198,0.30546,409.49939,4.38182,4.55591,22.16697,13.61116,59.33382,92.9151
"4068",4068,42,-1,10000,"0","0","0","0","0","0","0","0","1","0","0","0","0","0","0",8.1577,66.54902,542.90259,2809.15918,14535.73828,344.35175,1781.84229,75214.94531,42.21186,72.02974,65.49569,307.49091,94550.65715,0.95485,0.91174,2.44345,36.97273,66.31629,30.15377,786.48413,414.43701,83.80287,66.29967,2700.81494,1.21818,126.70602,0.30565,414.43701,4.32916,4.79134,22.3807,14.0219,53.71102,98.90096
"4069",4069,42,-1,10000,"0","0","0","0","0","0","0","0","1","0","0","0","0","0","0",8.16453,66.66052,544.26862,2820.0791,14612.22266,345.40097,1789.72083,75714.35156,42.30508,97.29148,95.47795,346.41818,120005.5571,1.9049,3.62863,6.92701,34.4,69.9256,42.92479,787.2077,437.63449,84.46075,66.27473,2677.79956,1.94545,132.94318,0.3038,437.63449,4.26781,5.00777,22.49125,13.98162,49.56487,105.53823
"4070",4070,42,-1,10000,"0","0","0","0","0","0","0","0","1","0","0","0","0","0","0",8.16477,66.66457,544.31848,2826.03052,14672.62305,346.11932,1797.06494,76180.85938,42.3918,101.43964,84.26435,367.73999,135232.70039,2.04431,4.17922,10.58319,35.36,75.15218,59.50348,785.61316,467.90421,85.16036,66.84939,2626.33447,1.52,141.60001,0.30273,467.90421,4.17468,4.91515,22.33403,13.69459,45.66814,112.34586
"4071",4071,42,-2,10000,"0","0","0","0","0","0","0","0","1","1","0","0","0","0","0",7.06897,49.9716,353.26614,2123.34546,12762.94629,300.36777,1805.48975,76717.21094,42.49105,54.82866,84.89751,571,326041,0.95778,0.91734,9.40331,44.66942,99.36847,21.02118,704.90625,472.33008,87.307,79.85912,1986.29504,2.42149,114.22791,0.24176,472.33008,4.08847,4.46024,19.80575,11.47182,39.09867,83.64716
"4072",4072,42,-2,10000,"0","0","0","1","0","0","0","0","1","0","0","0","0","0","0",7.06897,49.9716,353.26614,2128.02759,12819.29492,301.03009,1813.4613,77225.85156,42.58475,100.41815,78.98869,531.39667,282382.41823,1.98829,3.95329,5.49894,40.07438,109.69844,45.6602,717.18402,501.21698,89.08572,81.49006,1904.21887,1.89256,110.68748,0.22108,501.21698,3.99636,4.75132,20.16703,11.97572,34.67079,73.43713
"4073",4073,42,-2,10000,"1","0","0","0","0","0","0","0","1","0","0","0","0","0","0",7.06897,49.97166,353.26682,2132.65039,12875.02734,301.68387,1821.34448,77729.95312,42.6772,78.81273,83.53958,503.04959,253058.89111,2.28433,5.21816,1.93753,51.43802,120.96313,86.87387,713.6665,599.258,90.65446,82.97443,1837.03748,1.89256,116.64383,0.19501,599.258,3.80823,4.92396,20.11625,11.98323,27.15973,63.22944
"4074",4074,42,-2,10000,"0","0","0","1","0","0","0","0","1","0","0","0","0","1","0",7.06939,49.97758,353.32962,2137.29199,12928.83398,302.32254,1828.84753,78210.75,42.76502,106.83595,96.04955,615.40002,378717.19003,3.43499,11.79914,3.39479,61.16364,118.10438,166.75739,701.7807,685.50201,91.79864,84.32337,1770.49341,1,128.7851,0.18393,700.90692,3.65186,4.88516,19.6238,11.72365,22.07435,53.48911
"4075",4075,42,-2,10000,"0","0","0","0","0","0","1","0","0","0","0","0","0","1","0",7.06977,49.98296,353.38705,2141.86621,12982.13574,302.95322,1836.28979,78688.64062,42.85194,111.26086,86.71426,736.32233,542170.5688,6.36935,40.56856,4.21657,62.5124,115.29263,291.84079,692.28345,692.28345,91.66464,85.56097,1704.5553,1.97521,142.73228,0.17066,837.57391,3.53102,4.88851,18.95847,11.5584,20.7312,43.7545
"4076",4076,42,-2,10000,"0","1","0","0","0","0","1","0","0","0","0","0","0","1","0",7.06977,49.98296,353.38705,2146.30542,13036,303.58105,1843.90796,79178.83594,42.94074,83.90803,83.4977,672.10742,451728.38657,3.6748,13.50416,4.48106,57.09917,112.216,409.33618,687.51007,687.51007,90.40034,86.83508,1670.45703,1.18182,162.44818,0.16326,995.54645,3.43687,5.26896,18.59411,11.95182,23.87169,33.56776
"4077",4077,43,-2,10000,"0","1","0","0","0","0","1","0","1","0","0","0","0","1","0",7.06977,49.98296,353.38705,2150.85181,13091.28418,304.22409,1851.72766,79683.03906,43.0317,87.37953,99.54324,466.86777,217965.51214,5.46815,29.90064,2.91868,42.27273,111.97931,466.55716,695.62317,695.62317,87.59658,87.42783,1645.08948,1,184.35999,0.15444,1195.09583,3.34038,6.00821,18.66454,12.36321,23.13322,23.40837
"4078",4078,43,-2,10000,"0","0","0","0","0","0","0","0","1","0","0","0","0","1","0",7.06977,49.98296,353.38705,2155.21777,13144.48633,304.84164,1859.25293,80169.27344,43.11905,85.31839,87.37406,317.19009,100609.55573,6.36494,40.51243,1.76727,27.6281,125.78085,594.87335,704.87274,704.87274,84.25455,87.16743,1659.52087,1.36364,182.73842,0.13673,1339.27429,3.23533,7.72439,18.57596,12.82278,13.34368,13.34368
"4079",4079,43,-2,10000,"0","1","0","0","0","0","0","0","1","0","0","0","0","1","0",7.06977,49.98296,353.38705,2159.38306,13195.34082,305.43079,1866.44629,80634.96875,43.20238,92.56221,83.54628,253.15454,64087.22163,6.24517,39.00221,2.50495,17.7,149.03862,607.51257,712.03082,712.03082,81.65744,86.70351,1685.22339,2,166.01443,0.11726,1417.60657,3.19358,8.46023,18.45277,13.15753,4.33153,4.35483
"4080",4080,43,-2,9959,"0","1","0","0","0","0","0","0","1","0","0","0","0","1","0",7.06977,49.98296,353.38705,2163.5,13245.70801,306.01315,1873.57092,81097.11719,43.28476,95.25979,97.50234,76.42149,5840.24351,2.81261,7.91079,4.27977,12.04132,166.99382,522.80707,721.17407,721.17407,79.34737,86.36108,1703.79187,2,146.89719,0.10655,1378.50085,3.16841,8.77625,18.33091,13.40774,3.38409,5.23945
"4081",4081,42,-2,10000,"0","1","0","0","0","0","0","0","0","0","0","0","0","1","0",7.18966,51.69223,371.66498,2196.48169,12981.1416,305.49942,1805.5304,76719.80469,42.49152,62.26284,77.47839,564.46362,318619.18169,1.74232,3.03567,4.50025,37.36364,105.40649,39.2489,707.30615,471.86365,86.28217,79.32292,1988.52844,1.34545,102.87885,0.21808,471.86365,4.08702,4.59498,20.15997,11.96432,29.53247,84.20495
"4082",4082,42,-2,10000,"1","0","0","0","0","0","0","0","1","0","0","0","0","1","0",7.18966,51.69223,371.66498,2201.25635,13037.63965,306.16351,1813.38904,77221.22656,42.5839,100.27448,91.07412,518.41815,268757.38022,2.687,7.21999,2.45003,40.6,113.01068,98.52954,718.05835,533.56671,88.52003,81.23147,1904.39185,1.76364,103.52281,0.19503,533.56671,3.98704,4.76892,20.30038,12.25132,29.10012,74.07188
"4083",4083,42,-2,10000,"0","0","0","0","0","0","0","0","1","0","0","0","0","0","0",7.18966,51.69223,371.66498,2205.9812,13093.66895,306.82068,1821.18176,77719.53906,42.6753,88.76061,99.33073,621.20911,385900.75387,4.6152,21.30008,3.88607,50.30909,119.25682,178.63139,711.3985,662.90753,90.45026,82.8981,1835.74683,2.65455,115.70702,0.17413,665.82977,3.7743,4.99642,20.1178,12.05434,20.81116,63.96563
"4084",4084,42,-2,10000,"0","0","0","0","0","0","0","0","1","0","0","0","0","1","0",7.18967,51.69246,371.66742,2210.50146,13147.29785,307.44873,1828.6377,78197.28125,42.76257,94.56558,111.13345,584.5,341640.25,3.39306,11.51286,1.90227,59.44,117.86467,240.25252,700.22473,699.62476,91.55927,84.54493,1764.48425,1.6,129.65421,0.16904,767.87994,3.59866,5.24093,19.58899,11.83558,13.54937,54.35704
"4085",4085,42,-2,10000,"0","1","0","0","0","0","0","0","1","0","0","0","0","1","0",7.19104,51.71218,371.88,2215.73901,13202.11621,308.11841,1835.91064,78664.28125,42.84752,99.68652,78.58261,636.77271,405479.47796,3.59728,12.94039,3.03922,61.46363,119.3037,339.89569,695.15515,695.15515,91.63291,86.17058,1693.71057,1.76364,143.61784,0.16157,889.62952,3.47279,5.32245,19.02398,11.77364,11.2458,44.81211
"4086",4086,42,-2,10000,"0","1","0","0","0","0","1","0","0","0","0","0","0","0","0",7.19186,51.72397,372.00766,2221.0625,13261.08984,308.82336,1843.90259,79178.48438,42.94068,102.06539,103.38676,688.27271,473719.31659,3.43045,11.76801,2.07033,56.6,120.31659,457.11945,691.20837,691.20837,90.45671,87.79471,1662.83655,1.94545,163.9214,0.15977,1025.84534,3.39109,5.45497,18.869,12.02175,15.79603,34.91878
"4087",4087,43,-2,10000,"0","1","0","0","0","0","0","0","0","0","0","0","0","1","0",7.19186,51.72397,372.00766,2225.77051,13317.36719,309.47797,1851.72766,79683.03906,43.0317,93.52731,100.90685,895.02728,801073.83678,9.06882,82.24348,5.67468,43.72727,118.11559,551.79742,696.12866,696.12866,87.95045,88.42973,1636.8324,1.34545,188.74686,0.16502,1144.13757,3.29951,6.16257,18.86806,12.39511,21.75786,25.17039
"4088",4088,43,-2,10000,"0","1","0","0","0","0","0","0","1","0","0","0","0","1","0",7.19186,51.72397,372.00766,2230.28857,13371.48828,310.10617,1859.25293,80169.27344,43.11905,74.3221,90.40927,319.43637,102039.59499,5.67119,32.16239,6.42972,28.30909,121.96873,645.362,703.46698,703.46698,84.56778,88.10867,1649.76245,1.94545,202.00279,0.16155,1251.9137,3.19239,7.64593,18.73654,12.6991,15.80406,15.80406
"4089",4089,43,-2,10000,"0","0","0","0","0","0","0","0","1","0","0","0","0","1","0",7.19186,51.72397,372.00766,2234.55029,13422.6416,310.69879,1866.36609,80629.77344,43.20145,90.89805,87.78078,178.69,31930.11696,4.5552,20.74981,2.10203,17.49,145.06226,649.21576,711.95807,711.95807,81.3976,87.63979,1676.41272,2,190.26158,0.14223,1339.12085,3.15092,8.24887,18.61462,12.96145,8.56317,8.56317
